,n_counts,highly_variable,highly_variable_rank,means,variances,variances_norm
21745,3.8231595114104358,True,2431.0,0.0001527675022540732,0.00020520051436291614,1.2833724830894753
21756,5.964385609827142,True,2924.0,0.0002383275637268098,0.00028197036031970375,1.2393531565473126
21761,15.062480925605877,True,1785.0,0.0006018732888038791,0.0007993655329624276,1.3605026135241858
21777,8.524298941623023,True,1489.0,0.0003406177152410702,0.0004599576380443211,1.4050857631369063
21795,3.7427855296613686,True,1333.0,0.00014955588306806396,0.00020200555456168051,1.4369543323624574
21811,8.747286537280173,True,1839.0,0.0003495279524206894,0.00045479759828996494,1.3529529498515473
21830,11.559657384085968,True,2389.0,0.0004619059132136964,0.0005756586445282232,1.2863090198223384
21836,6.712945976204183,True,1684.0,0.00026823887062271966,0.00035263697691928145,1.373553272825845
21846,2.649912038801595,True,2032.0,0.00010588635973793633,0.00015502669267095746,1.3290023683506247
21849,5.825235298939928,True,728.0,0.00023276733393030964,0.0003605676211526206,1.6239143781856962
21851,4.126893311361382,True,1035.0,0.00016490423205312002,0.00023605541697364557,1.515622921551096
21855,5.362624706489665,True,1642.0,0.00021428213483935368,0.00028138453225022656,1.37999985863307
21863,14.960113724078536,True,1557.0,0.0005977828547941555,0.0008133570028174373,1.3940915216458185
21865,14.582028199722028,True,2083.0,0.0005826751458372104,0.0007509241872104053,1.321528632252571
21870,2.9117318177558404,True,833.0,0.00011634827050890436,0.00017020359091634996,1.5795695361637652
21873,4.597086834747154,True,409.0,0.0001836924332592965,0.00032271372363762733,1.8534658350159623
21879,6.061136398652715,True,438.0,0.000242193574628495,0.00042224295996228374,1.8254244572315752
21884,3.4820829415438013,True,790.0,0.0001391386135037082,0.0002520424252598316,1.5934212511009167
21887,4.706154671269093,True,1829.0,0.00018805061421198327,0.00027874180990074596,1.3542891597992701
21903,8.136316033180265,True,765.0,0.00032511452222409745,0.0005011105697429519,1.6056113244471808
21908,3.3688199843845696,True,2371.0,0.00013461280206123908,0.0001953709912582229,1.288053116463721
21915,5.748227639814715,True,1347.0,0.0002296902277557226,0.00031394167247989396,1.433495296460908
